data limit,run,initial_permutation,goal_percentage,goal_achieved,number_of_actions,total_task_time,final_goal_region_occupancy,is_success
10000,7,2,33.333333333333336,False,3,12.2809999999998,"['None', '/column1', 'None']",0
10000,1,2,33.333333333333336,False,3,10.8009999999998,"['None', '/column1', 'None']",0
10000,4,2,33.333333333333336,False,3,11.0809999999998,"['None', '/column1', 'None']",0
10000,1,3,33.333333333333336,False,3,10.6009999999999,"['/column1', 'None', 'None']",0
10000,7,3,33.333333333333336,False,3,15.521,"['/column1', 'None', 'None']",0
10000,6,3,33.333333333333336,False,3,15.161,"['/column1', 'None', 'None']",0
10000,2,3,33.333333333333336,False,3,14.880999999999998,"['/column1', 'None', 'None']",0
10000,8,3,33.333333333333336,False,3,15.641,"['/column1', 'None', 'None']",0
10000,0,3,33.333333333333336,False,3,13.1609999999998,"['/column1', 'None', 'None']",0
10000,3,3,33.333333333333336,False,3,13.1209999999998,"['/column1', 'None', 'None']",0
10000,4,3,33.333333333333336,False,3,11.4009999999998,"['/column1', 'None', 'None']",0
10000,5,3,33.333333333333336,False,3,11.6809999999998,"['/column1', 'None', 'None']",0
10000,9,3,33.333333333333336,False,3,13.7209999999998,"['/column1', 'None', 'None']",0
10000,1,4,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
10000,5,4,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
10000,4,4,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
10000,8,4,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
10000,0,4,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
10000,7,4,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
10000,6,4,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
10000,3,4,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
10000,2,4,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
10000,9,4,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
10000,8,5,33.333333333333336,False,3,17.7599999999997,"['/column0', 'None', 'None']",0
10000,2,5,33.333333333333336,False,3,16.0399999999997,"['/column0', 'None', 'None']",0
10000,5,5,0.0,False,2,3.841,"['None', 'None', 'None']",0
10000,7,5,33.333333333333336,False,3,21.9599999999999,"['/column0', 'None', 'None']",0
10000,3,5,33.333333333333336,False,3,26.96,"['/column0', 'None', 'None']",0
10000,1,5,33.333333333333336,False,3,18.7199999999999,"['/column0', 'None', 'None']",0
10000,9,5,33.333333333333336,False,3,15.7199999999997,"['/column0', 'None', 'None']",0
10000,0,5,33.333333333333336,False,3,20.199999999999896,"['/column0', 'None', 'None']",0
10000,4,5,33.333333333333336,False,3,14.9199999999998,"['/column0', 'None', 'None']",0
10000,6,5,33.333333333333336,False,3,17.319999999999702,"['/column0', 'None', 'None']",0
12000,8,0,33.333333333333336,False,3,5.761,"['/column0', 'None', 'None']",0
12000,1,0,33.333333333333336,False,3,5.521,"['/column0', 'None', 'None']",0
12000,5,0,33.333333333333336,False,3,5.761,"['/column0', 'None', 'None']",0
12000,0,0,33.333333333333336,False,3,5.561000000000001,"['/column0', 'None', 'None']",0
12000,7,0,33.333333333333336,False,3,5.521,"['/column0', 'None', 'None']",0
12000,2,0,33.333333333333336,False,3,5.761,"['/column0', 'None', 'None']",0
12000,9,0,33.333333333333336,False,3,5.721000000000001,"['/column0', 'None', 'None']",0
12000,4,0,33.333333333333336,False,3,5.561000000000001,"['/column0', 'None', 'None']",0
12000,3,0,33.333333333333336,False,3,5.721000000000001,"['/column0', 'None', 'None']",0
12000,6,0,33.333333333333336,False,3,5.761,"['/column0', 'None', 'None']",0
12000,0,1,33.333333333333336,False,3,5.561000000000001,"['/column0', 'None', 'None']",0
12000,1,1,33.333333333333336,False,3,5.521,"['/column0', 'None', 'None']",0
12000,8,1,33.333333333333336,False,3,5.561000000000001,"['/column0', 'None', 'None']",0
12000,5,1,33.333333333333336,False,3,5.521,"['/column0', 'None', 'None']",0
12000,3,1,33.333333333333336,False,3,5.521,"['/column0', 'None', 'None']",0
12000,4,1,33.333333333333336,False,3,5.521,"['/column0', 'None', 'None']",0
12000,7,1,33.333333333333336,False,3,5.521,"['/column0', 'None', 'None']",0
12000,9,1,33.333333333333336,False,3,5.561000000000001,"['/column0', 'None', 'None']",0
12000,6,1,33.333333333333336,False,3,5.561000000000001,"['/column0', 'None', 'None']",0
12000,2,1,33.333333333333336,False,3,5.561000000000001,"['/column0', 'None', 'None']",0
12000,9,2,33.333333333333336,False,3,12.2009999999998,"['None', '/column1', 'None']",0
12000,2,2,33.333333333333336,False,3,11.6009999999998,"['None', '/column1', 'None']",0
12000,0,2,33.333333333333336,False,3,11.6009999999998,"['None', '/column1', 'None']",0
12000,6,2,33.333333333333336,False,3,13.640999999999998,"['None', '/column1', 'None']",0
12000,8,2,33.333333333333336,False,3,10.6409999999998,"['None', '/column1', 'None']",0
12000,5,2,33.333333333333336,False,3,11.4809999999998,"['None', '/column1', 'None']",0
12000,3,2,33.333333333333336,False,3,13.561,"['None', '/column1', 'None']",0
12000,7,2,33.333333333333336,False,3,10.9209999999998,"['None', '/column1', 'None']",0
12000,1,2,33.333333333333336,False,3,11.7209999999998,"['None', '/column1', 'None']",0
12000,4,2,33.333333333333336,False,3,10.1209999999999,"['None', '/column1', 'None']",0
12000,1,3,33.333333333333336,False,3,11.3609999999998,"['/column1', 'None', 'None']",0
12000,7,3,33.333333333333336,False,3,15.281,"['/column1', 'None', 'None']",0
12000,6,3,33.333333333333336,False,3,11.2409999999998,"['/column1', 'None', 'None']",0
12000,2,3,33.333333333333336,False,3,15.041,"['/column1', 'None', 'None']",0
12000,8,3,33.333333333333336,False,3,12.4809999999998,"['/column1', 'None', 'None']",0
12000,0,3,33.333333333333336,False,3,11.0809999999998,"['/column1', 'None', 'None']",0
12000,3,3,33.333333333333336,False,3,12.0009999999998,"['/column1', 'None', 'None']",0
12000,4,3,33.333333333333336,False,3,11.9209999999998,"['/column1', 'None', 'None']",0
12000,5,3,33.333333333333336,False,3,10.080999999999898,"['/column1', 'None', 'None']",0
12000,9,3,33.333333333333336,False,3,12.0009999999998,"['/column1', 'None', 'None']",0
12000,1,4,33.333333333333336,False,3,13.7209999999998,"['/column0', 'None', 'None']",0
12000,5,4,33.333333333333336,False,3,15.641,"['/column0', 'None', 'None']",0
12000,4,4,33.333333333333336,False,3,10.9609999999999,"['/column0', 'None', 'None']",0
12000,8,4,33.333333333333336,False,3,16.161,"['/column0', 'None', 'None']",0
12000,0,4,33.333333333333336,False,3,17.481,"['/column0', 'None', 'None']",0
12000,7,4,33.333333333333336,False,3,10.8009999999999,"['/column0', 'None', 'None']",0
12000,6,4,33.333333333333336,False,3,14.801,"['/column0', 'None', 'None']",0
12000,3,4,33.333333333333336,False,3,16.241,"['/column0', 'None', 'None']",0
12000,2,4,33.333333333333336,False,3,12.0409999999998,"['/column0', 'None', 'None']",0
12000,9,4,33.333333333333336,False,3,14.681,"['/column0', 'None', 'None']",0
12000,8,5,33.333333333333336,False,3,16.7999999999997,"['/column0', 'None', 'None']",0
12000,2,5,33.333333333333336,False,3,22.0799999999999,"['/column0', 'None', 'None']",0
12000,5,5,33.333333333333336,False,3,16.8799999999997,"['/column0', 'None', 'None']",0
12000,7,5,33.333333333333336,False,3,20.4399999999999,"['/column0', 'None', 'None']",0
12000,3,5,33.333333333333336,False,3,16.9199999999997,"['/column0', 'None', 'None']",0
12000,1,5,33.333333333333336,False,3,18.5199999999999,"['/column0', 'None', 'None']",0
12000,9,5,33.333333333333336,False,3,20.6799999999999,"['/column0', 'None', 'None']",0
12000,0,5,33.333333333333336,False,3,25.84,"['/column0', 'None', 'None']",0
12000,4,5,33.333333333333336,False,3,17.0399999999997,"['/column0', 'None', 'None']",0
12000,6,5,33.333333333333336,False,3,22.3999999999999,"['/column0', 'None', 'None']",0
13000,1,0,66.66666666666667,False,5,26.5609999999995,"['/column2', '/column0', 'None']",0
13000,0,0,66.66666666666667,False,5,31.4809999999997,"['/column2', '/column0', 'None']",0
13000,0,0,66.66666666666667,False,5,31.6409999999994,"['/column2', '/column0', 'None']",0
13000,1,0,66.66666666666667,False,5,28.3609999999995,"['/column2', '/column0', 'None']",0
13000,1,0,66.66666666666667,False,5,28.2009999999995,"['/column2', '/column0', 'None']",0
13000,0,0,66.66666666666667,False,5,22.8009999999997,"['/column2', '/column0', 'None']",0
13000,2,0,66.66666666666667,False,5,26.2409999999995,"['/column2', '/column0', 'None']",0
13000,1,0,66.66666666666667,False,5,32.0809999999996,"['/column2', '/column0', 'None']",0
13000,2,0,66.66666666666667,False,5,32.280999999999594,"['/column2', '/column0', 'None']",0
13000,0,1,66.66666666666667,False,5,24.2009999999998,"['/column1', 'None', '/column0']",0
13000,0,1,66.66666666666667,False,5,21.4409999999996,"['/column1', 'None', '/column0']",0
13000,1,1,66.66666666666667,False,5,24.5609999999998,"['/column1', 'None', '/column0']",0
13000,0,1,66.66666666666667,False,5,20.2809999999996,"['/column1', 'None', '/column0']",0
13000,1,1,0.0,False,2,3.881,"['None', 'None', 'None']",0
13000,1,1,66.66666666666667,False,5,25.0809999999996,"['/column1', 'None', '/column0']",0
13000,0,1,66.66666666666667,False,5,27.1209999999995,"['/column1', 'None', '/column0']",0
13000,2,1,66.66666666666667,False,5,23.0409999999996,"['/column1', 'None', '/column0']",0
13000,1,1,66.66666666666667,False,5,22.6009999999996,"['/column1', 'None', '/column0']",0
13000,0,2,100.0,True,6,49.0800000000022,"['/column2', '/column1', '/column0']",1
13000,2,2,100.0,True,6,52.000000000003,"['/column2', '/column1', '/column0']",1
13000,1,2,100.0,True,6,57.0400000000029,"['/column2', '/column1', '/column0']",1
13000,1,2,100.0,True,6,43.000000000001904,"['/column2', '/column1', '/column0']",1
13000,0,2,100.0,True,6,50.80000000000351,"['/column2', '/column1', '/column0']",1
13000,1,2,66.66666666666667,False,5,32.0409999999997,"['/column2', 'None', '/column0']",0
13000,0,2,33.333333333333336,False,4,25.801,"['/column2', 'None', 'None']",0
13000,0,2,100.0,True,6,48.6800000000023,"['/column2', '/column1', '/column0']",1
13000,1,2,100.0,True,6,51.9200000000035,"['/column2', '/column1', '/column0']",1
13000,0,3,33.333333333333336,False,3,11.1209999999998,"['None', 'None', '/column1']",0
13000,1,3,33.333333333333336,False,3,9.5609999999999,"['None', 'None', '/column1']",0
13000,0,3,33.333333333333336,False,3,11.7209999999998,"['None', 'None', '/column1']",0
13000,0,3,33.333333333333336,False,3,14.041,"['None', 'None', '/column1']",0
13000,1,3,33.333333333333336,False,3,12.8009999999998,"['None', 'None', '/column1']",0
13000,1,3,33.333333333333336,False,3,14.121,"['None', 'None', '/column1']",0
13000,2,3,33.333333333333336,False,3,11.8809999999998,"['None', 'None', '/column1']",0
13000,0,3,33.333333333333336,False,3,12.7209999999998,"['None', 'None', '/column1']",0
13000,1,3,33.333333333333336,False,3,9.920999999999898,"['None', 'None', '/column1']",0
13000,1,4,66.66666666666667,False,5,32.920999999999594,"['/column0', '/column1', 'None']",0
13000,0,4,66.66666666666667,False,5,30.6809999999996,"['/column0', '/column1', 'None']",0
13000,1,4,66.66666666666667,False,5,27.9609999999995,"['/column0', '/column1', 'None']",0
13000,1,4,66.66666666666667,False,5,26.560999999999403,"['/column0', '/column1', 'None']",0
13000,0,4,66.66666666666667,False,5,33.840999999999795,"['/column0', '/column1', 'None']",0
13000,0,4,66.66666666666667,False,5,27.4409999999995,"['/column0', '/column1', 'None']",0
13000,1,4,66.66666666666667,False,5,27.2809999999995,"['/column0', '/column1', 'None']",0
13000,0,4,66.66666666666667,False,5,29.040999999999705,"['/column0', '/column1', 'None']",0
13000,2,4,66.66666666666667,False,5,29.8409999999997,"['/column0', '/column1', 'None']",0
13000,0,5,33.333333333333336,False,3,5.561000000000001,"['/column2', 'None', 'None']",0
13000,2,5,33.333333333333336,False,3,5.561000000000001,"['/column2', 'None', 'None']",0
13000,0,5,33.333333333333336,False,3,5.561000000000001,"['/column2', 'None', 'None']",0
13000,1,5,33.333333333333336,False,3,5.521,"['/column2', 'None', 'None']",0
13000,0,5,33.333333333333336,False,3,5.521,"['/column2', 'None', 'None']",0
13000,1,5,33.333333333333336,False,3,5.521,"['/column2', 'None', 'None']",0
13000,0,5,33.333333333333336,False,3,5.561000000000001,"['/column2', 'None', 'None']",0
13000,1,5,33.333333333333336,False,3,5.561000000000001,"['/column2', 'None', 'None']",0
13000,1,5,33.333333333333336,False,3,5.521,"['/column2', 'None', 'None']",0
15000,8,0,33.333333333333336,False,3,7.3209999999999,"['None', 'None', '/column0']",0
15000,1,0,33.333333333333336,False,3,7.3209999999999,"['None', 'None', '/column0']",0
15000,5,0,33.333333333333336,False,3,7.3209999999999,"['None', 'None', '/column0']",0
15000,0,0,33.333333333333336,False,3,7.1209999999999,"['None', 'None', '/column0']",0
15000,7,0,33.333333333333336,False,3,7.3209999999999,"['None', 'None', '/column0']",0
15000,2,0,33.333333333333336,False,3,7.3209999999999,"['None', 'None', '/column0']",0
15000,9,0,33.333333333333336,False,3,7.3209999999999,"['None', 'None', '/column0']",0
15000,4,0,33.333333333333336,False,3,7.3209999999999,"['None', 'None', '/column0']",0
15000,3,0,33.333333333333336,False,3,7.0809999999999,"['None', 'None', '/column0']",0
15000,6,0,33.333333333333336,False,3,7.3609999999999,"['None', 'None', '/column0']",0
15000,0,1,33.333333333333336,False,3,10.1209999999999,"['None', '/column1', 'None']",0
15000,1,1,33.333333333333336,False,3,10.8009999999999,"['None', '/column1', 'None']",0
15000,8,1,33.333333333333336,False,3,14.721,"['None', '/column1', 'None']",0
15000,5,1,33.333333333333336,False,3,14.001,"['None', '/column1', 'None']",0
15000,3,1,33.333333333333336,False,3,12.7609999999998,"['None', '/column1', 'None']",0
15000,4,1,33.333333333333336,False,3,16.601000000000003,"['None', '/column1', 'None']",0
15000,7,1,33.333333333333336,False,3,13.4809999999998,"['None', '/column1', 'None']",0
15000,9,1,33.333333333333336,False,3,11.4009999999998,"['None', '/column1', 'None']",0
15000,6,1,33.333333333333336,False,3,10.4409999999999,"['None', '/column1', 'None']",0
15000,2,1,33.333333333333336,False,3,10.760999999999898,"['None', '/column1', 'None']",0
15000,9,2,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
15000,2,2,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
15000,0,2,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
15000,6,2,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
15000,8,2,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
15000,5,2,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
15000,3,2,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
15000,7,2,33.333333333333336,False,3,5.561000000000001,"['/column1', 'None', 'None']",0
15000,1,2,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
15000,4,2,33.333333333333336,False,3,5.521,"['/column1', 'None', 'None']",0
15000,1,3,33.333333333333336,False,3,15.401,"['/column1', 'None', 'None']",0
15000,7,3,33.333333333333336,False,3,11.2409999999998,"['/column1', 'None', 'None']",0
15000,6,3,33.333333333333336,False,3,12.4009999999998,"['/column1', 'None', 'None']",0
15000,2,3,33.333333333333336,False,3,10.9609999999999,"['/column1', 'None', 'None']",0
15000,8,3,33.333333333333336,False,3,15.201,"['/column1', 'None', 'None']",0
15000,0,3,33.333333333333336,False,3,15.121,"['/column1', 'None', 'None']",0
15000,3,3,33.333333333333336,False,3,11.1209999999998,"['/column1', 'None', 'None']",0
15000,4,3,33.333333333333336,False,3,12.1209999999998,"['/column1', 'None', 'None']",0
15000,5,3,33.333333333333336,False,3,13.8409999999998,"['/column1', 'None', 'None']",0
15000,9,3,33.333333333333336,False,3,12.0009999999998,"['/column1', 'None', 'None']",0
15000,1,4,66.66666666666667,False,6,35.560000000001494,"['/column0', 'None', '/column1']",0
15000,5,4,66.66666666666667,False,6,39.4000000000017,"['/column0', 'None', '/column1']",0
15000,4,4,66.66666666666667,False,6,34.7200000000009,"['/column0', 'None', '/column1']",0
15000,8,4,66.66666666666667,False,6,41.6400000000015,"['/column0', 'None', '/column1']",0
15000,0,4,66.66666666666667,False,6,33.5600000000008,"['/column0', 'None', '/column1']",0
15000,7,4,66.66666666666667,False,6,34.6400000000008,"['/column0', 'None', '/column1']",0
15000,6,4,66.66666666666667,False,6,37.960000000000896,"['/column0', 'None', '/column1']",0
15000,3,4,66.66666666666667,False,6,49.240000000002304,"['/column0', 'None', '/column1']",0
15000,2,4,66.66666666666667,False,6,33.240000000000904,"['/column0', 'None', '/column1']",0
15000,9,4,66.66666666666667,False,6,33.4800000000007,"['/column0', 'None', '/column1']",0
15000,8,5,33.333333333333336,False,3,24.239999999999803,"['/column0', 'None', 'None']",0
15000,2,5,33.333333333333336,False,3,17.8799999999997,"['/column0', 'None', 'None']",0
15000,5,5,33.333333333333336,False,3,17.3599999999997,"['/column0', 'None', 'None']",0
15000,7,5,33.333333333333336,False,3,18.5599999999999,"['/column0', 'None', 'None']",0
15000,3,5,33.333333333333336,False,3,25.0399999999998,"['/column0', 'None', 'None']",0
15000,1,5,33.333333333333336,False,3,24.0399999999998,"['/column0', 'None', 'None']",0
15000,9,5,33.333333333333336,False,3,14.6799999999998,"['/column0', 'None', 'None']",0
15000,0,5,33.333333333333336,False,3,15.3999999999998,"['/column0', 'None', 'None']",0
15000,4,5,33.333333333333336,False,3,21.439999999999905,"['/column0', 'None', 'None']",0
15000,6,5,33.333333333333336,False,3,18.5599999999999,"['/column0', 'None', 'None']",0
